Transaction_ID,Medicine_ID,Supplier_ID,Warehouse_ID,Stock_Quantity,Reorder_Level,Purchase_Price,Selling_Price,Manufacturing_Date,Expiry_Date,Days_To_Expire,Expiry_Status,Medicine_Name,Category_ID,Supplier_Name,Category_Name,Warehouse_Name
10764,M017,S001,4,47,131,65,85,2024-09-07 06:15:29.025,2025-08-31 06:15:29.025,-253,Expired,Ibuprofen,3.0,PharmaCare,Vitamin,Delhi
10765,M019,S003,3,251,104,74,144,2025-04-09 06:15:29.025,2026-03-07 06:15:29.025,-65,Expired,Paracetamol,3.0,HealthPlus,Vitamin,Mumbai
10766,M034,S009,1,464,118,50,130,2024-05-18 06:15:29.026,2026-10-07 06:15:29.026,149,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Nagpur
10767,M047,S019,3,411,178,75,139,2025-11-22 06:15:29.026,2028-05-19 06:15:29.026,739,Safe,Paracetamol,2.0,MedLife,Antibiotic,Mumbai
10768,M003,S011,1,217,50,37,130,2025-06-20 06:15:29.026,2027-12-17 06:15:29.026,585,Safe,Aspirin,2.0,PharmaCare,Antibiotic,Nagpur
10769,M006,S007,4,19,162,24,136,2023-09-12 06:15:29.026,2024-06-14 06:15:29.026,-696,Expired,Ibuprofen,2.0,CureWell,Antibiotic,Delhi
10770,M044,S015,2,176,85,95,53,2025-12-13 06:15:29.026,2027-07-06 06:15:29.026,421,Safe,Aspirin,3.0,PharmaCare,Vitamin,Pune
10771,M004,S004,1,18,67,81,67,2024-04-23 06:15:29.026,2026-02-15 06:15:29.026,-85,Expired,Vitamin C,1.0,CureWell,Painkiller,Nagpur
10772,M033,S017,4,404,106,80,144,2024-08-22 06:15:29.026,2026-09-17 06:15:29.026,129,Safe,Aspirin,1.0,HealthPlus,Painkiller,Delhi
10773,M011,S012,2,257,113,84,101,2024-05-13 06:15:29.026,2026-03-13 06:15:29.026,-59,Expired,Paracetamol,3.0,CureWell,Vitamin,Pune
10774,M035,S006,4,38,109,12,96,2025-05-07 06:15:29.026,2027-04-21 06:15:29.026,345,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Delhi
10775,M017,S015,1,242,67,95,90,2024-12-16 06:15:29.026,2026-05-22 06:15:29.026,11,Expiring Soon,Ibuprofen,3.0,PharmaCare,Vitamin,Nagpur
10776,M047,S012,2,412,136,51,142,2024-12-02 06:15:29.026,2026-03-17 06:15:29.026,-55,Expired,Paracetamol,2.0,CureWell,Antibiotic,Pune
10777,M014,S008,1,255,81,72,54,2025-09-16 06:15:29.026,2026-04-21 06:15:29.026,-20,Expired,Ibuprofen,2.0,PharmaCare,Antibiotic,Nagpur
10778,M006,S017,1,1,130,33,23,2024-07-13 06:15:29.026,2026-12-27 06:15:29.026,230,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10779,M010,S018,4,176,170,93,92,2025-12-02 06:15:29.026,2027-12-03 06:15:29.026,571,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Delhi
10780,M003,S014,3,237,167,98,22,2025-05-23 06:15:29.026,2028-01-11 06:15:29.026,610,Safe,Aspirin,2.0,MedLife,Antibiotic,Mumbai
10781,M022,S015,4,22,137,100,123,2024-06-20 06:15:29.026,2026-09-30 06:15:29.026,142,Safe,Amoxicillin,1.0,PharmaCare,Painkiller,Delhi
10782,M006,S015,3,424,81,85,114,2024-04-09 06:15:29.026,2024-10-27 06:15:29.026,-561,Expired,Ibuprofen,2.0,PharmaCare,Antibiotic,Mumbai
10783,M041,S011,3,226,79,53,106,2024-05-18 06:15:29.027,2026-09-01 06:15:29.027,113,Safe,Vitamin C,3.0,PharmaCare,Vitamin,Mumbai
10784,M036,S001,1,419,169,83,123,2024-05-12 06:15:29.027,2025-06-02 06:15:29.027,-343,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Nagpur
10785,M020,S009,3,448,177,81,84,2025-11-03 06:15:29.027,2027-01-05 06:15:29.027,239,Safe,Vitamin C,2.0,PharmaCare,Antibiotic,Mumbai
10786,M029,S006,3,423,198,75,87,2025-06-22 06:15:29.027,2027-05-08 06:15:29.027,362,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
10787,M033,S017,4,129,197,25,61,2024-12-20 06:15:29.027,2027-02-17 06:15:29.027,282,Safe,Aspirin,1.0,HealthPlus,Painkiller,Delhi
10788,M022,S019,4,300,105,82,146,2025-07-01 06:15:29.027,2026-03-11 06:15:29.027,-61,Expired,Amoxicillin,1.0,MedLife,Painkiller,Delhi
10789,,S020,1,344,114,12,39,2024-01-21 06:15:29.027,2025-03-31 06:15:29.027,-406,Expired,,,HealthPlus,,Nagpur
10790,M044,S002,3,284,162,23,30,2023-10-17 06:15:29.027,2025-09-27 06:15:29.027,-226,Expired,Aspirin,3.0,HealthPlus,Vitamin,Mumbai
10791,M044,S012,1,415,149,83,40,2024-08-15 06:15:29.027,2026-01-17 06:15:29.027,-114,Expired,Aspirin,3.0,CureWell,Vitamin,Nagpur
10792,,S001,2,265,116,86,52,2023-11-05 06:15:29.027,2026-01-26 06:15:29.027,-105,Expired,,,PharmaCare,,Pune
10793,M042,S009,2,392,76,81,30,2024-07-14 06:15:29.027,2026-08-12 06:15:29.027,93,Safe,Aspirin,1.0,PharmaCare,Painkiller,Pune
10794,M034,S008,4,378,179,43,39,2024-07-19 06:15:29.027,2027-01-13 06:15:29.027,247,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Delhi
10795,M006,S006,4,450,57,38,51,2025-06-08 06:15:29.027,2027-12-12 06:15:29.027,580,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Delhi
10796,M007,S009,1,181,70,48,29,2024-07-11 06:15:29.027,2025-07-29 06:15:29.027,-286,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Nagpur
10797,M043,S014,2,485,120,35,57,2025-11-27 06:15:29.027,2027-06-08 06:15:29.027,393,Safe,Aspirin,1.0,MedLife,Painkiller,Pune
10798,M028,S015,3,127,82,68,71,2024-11-21 06:15:29.027,2026-04-02 06:15:29.027,-39,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
10799,M016,S001,2,382,179,77,89,2025-08-05 06:15:29.027,2027-12-21 06:15:29.027,589,Safe,Paracetamol,1.0,PharmaCare,Painkiller,Pune
10800,M013,S014,4,266,197,86,96,2024-02-29 06:15:29.028,2024-10-25 06:15:29.028,-563,Expired,Ibuprofen,2.0,MedLife,Antibiotic,Delhi
10801,M044,S006,1,216,184,86,55,2025-01-26 06:15:29.028,2026-10-01 06:15:29.028,143,Safe,Aspirin,3.0,PharmaCare,Vitamin,Nagpur
10802,M008,S005,2,420,137,79,115,2024-04-28 06:15:29.028,2024-11-27 06:15:29.028,-530,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Pune
10803,M046,S020,4,160,69,83,38,2025-10-01 06:15:29.028,2027-07-13 06:15:29.028,428,Safe,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
10804,M044,S006,1,181,52,51,70,2023-09-11 06:15:29.028,2025-02-15 06:15:29.028,-450,Expired,Aspirin,3.0,PharmaCare,Vitamin,Nagpur
10805,M032,S008,3,190,90,44,40,2025-09-30 06:15:29.028,2027-02-01 06:15:29.028,266,Safe,Amoxicillin,3.0,PharmaCare,Vitamin,Mumbai
10806,M037,S018,1,400,69,88,121,2024-02-03 06:15:29.028,2026-01-14 06:15:29.028,-117,Expired,Aspirin,3.0,PharmaCare,Vitamin,Nagpur
10807,M013,S003,1,147,93,43,140,2024-08-14 06:15:29.028,2026-08-07 06:15:29.028,88,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10808,M027,S002,3,294,133,36,105,2024-02-14 06:15:29.028,2025-05-25 06:15:29.028,-351,Expired,Paracetamol,3.0,HealthPlus,Vitamin,Mumbai
10809,M007,S018,4,272,61,99,113,2024-12-04 06:15:29.028,2025-08-06 06:15:29.028,-278,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Delhi
10810,M032,S010,4,259,115,87,99,2023-10-15 06:15:29.028,2024-08-01 06:15:29.028,-648,Expired,Amoxicillin,3.0,CureWell,Vitamin,Delhi
10811,M008,S002,2,338,178,85,117,2024-04-30 06:15:29.028,2025-08-31 06:15:29.028,-253,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Pune
10812,M034,S018,2,58,158,59,128,2024-12-06 06:15:29.028,2026-04-10 06:15:29.028,-31,Expired,Ibuprofen,2.0,PharmaCare,Antibiotic,Pune
10813,M049,S007,1,87,85,11,73,2023-09-07 06:15:29.029,2024-05-06 06:15:29.029,-735,Expired,Ibuprofen,2.0,CureWell,Antibiotic,Nagpur
10814,M001,S012,4,220,166,87,95,2025-02-25 06:15:29.029,2026-10-01 06:15:29.029,143,Safe,Amoxicillin,2.0,CureWell,Antibiotic,Delhi
10815,M035,S018,1,8,113,66,122,2024-04-06 06:15:29.029,2025-07-01 06:15:29.029,-314,Expired,Vitamin C,1.0,PharmaCare,Painkiller,Nagpur
10816,M011,S007,1,274,187,49,141,2024-07-27 06:15:29.029,2027-04-14 06:15:29.029,338,Safe,Paracetamol,3.0,CureWell,Vitamin,Nagpur
10817,M009,S013,2,88,123,13,115,2024-05-24 06:15:29.029,2025-04-03 06:15:29.029,-403,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Pune
10818,M035,S007,4,449,81,37,52,2023-12-25 06:15:29.029,2025-06-21 06:15:29.029,-324,Expired,Vitamin C,1.0,CureWell,Painkiller,Delhi
10819,M040,S004,3,326,126,17,39,2025-04-16 06:15:29.029,2027-01-14 06:15:29.029,248,Safe,Amoxicillin,2.0,CureWell,Antibiotic,Mumbai
10820,M028,S006,3,125,127,93,97,2025-01-30 06:15:29.029,2027-04-29 06:15:29.029,353,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
10821,M046,S019,4,263,87,36,110,2024-02-17 06:15:29.029,2026-05-31 06:15:29.029,20,Expiring Soon,Paracetamol,2.0,MedLife,Antibiotic,Delhi
10822,M035,S015,2,339,95,54,84,2024-05-13 06:15:29.029,2025-06-16 06:15:29.029,-329,Expired,Vitamin C,1.0,PharmaCare,Painkiller,Pune
10823,M013,S010,3,198,148,84,31,2024-02-16 06:15:29.029,2025-07-12 06:15:29.029,-303,Expired,Ibuprofen,2.0,CureWell,Antibiotic,Mumbai
10824,M036,S008,4,85,69,62,75,2024-04-01 06:15:29.029,2026-03-16 06:15:29.029,-56,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Delhi
10825,M044,S017,1,171,141,61,69,2024-09-16 06:15:29.029,2027-03-29 06:15:29.029,322,Safe,Aspirin,3.0,HealthPlus,Vitamin,Nagpur
10826,M035,S010,2,490,134,19,117,2023-08-21 06:15:29.030,2024-03-19 06:15:29.030,-783,Expired,Vitamin C,1.0,CureWell,Painkiller,Pune
10827,M038,S006,1,277,192,56,51,2025-08-13 06:15:29.030,2027-04-22 06:15:29.030,346,Safe,Ibuprofen,1.0,PharmaCare,Painkiller,Nagpur
10828,M043,S016,4,42,125,93,107,2023-09-08 06:15:29.030,2025-03-18 06:15:29.030,-419,Expired,Aspirin,1.0,HealthPlus,Painkiller,Delhi
10829,M011,S014,3,199,145,74,22,2025-09-20 06:15:29.030,2028-04-18 06:15:29.030,708,Safe,Paracetamol,3.0,MedLife,Vitamin,Mumbai
10830,M007,S008,3,46,156,36,92,2023-11-13 06:15:29.030,2026-05-06 06:15:29.030,-5,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Mumbai
10831,M030,S002,3,376,53,51,91,2025-10-18 06:15:29.030,2027-07-07 06:15:29.030,422,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
10832,M025,S013,2,375,144,65,52,2025-11-16 06:15:29.030,2027-11-10 06:15:29.030,548,Safe,Vitamin C,2.0,HealthPlus,Antibiotic,Pune
10833,M042,S010,3,72,90,63,68,2025-12-12 06:15:29.030,2028-04-29 06:15:29.030,719,Safe,Aspirin,1.0,CureWell,Painkiller,Mumbai
10834,M003,S020,1,199,56,57,24,2024-09-07 06:15:29.030,2026-03-02 06:15:29.030,-70,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Nagpur
10835,M036,S011,4,145,110,63,97,2025-11-22 06:15:29.030,2028-04-02 06:15:29.030,692,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Delhi
10836,M029,S011,2,416,84,34,89,2025-03-24 06:15:29.030,2027-07-11 06:15:29.030,426,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
10837,M046,S020,3,48,60,76,43,2025-03-21 06:15:29.030,2026-12-31 06:15:29.030,234,Safe,Paracetamol,2.0,HealthPlus,Antibiotic,Mumbai
10838,M033,S005,2,274,69,98,67,2025-01-23 06:15:29.030,2026-08-23 06:15:29.030,104,Safe,Aspirin,1.0,HealthPlus,Painkiller,Pune
10839,M049,S005,1,22,83,33,84,2024-12-12 06:15:29.030,2025-07-28 06:15:29.030,-287,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10840,M039,S014,2,17,72,43,89,2024-10-21 06:15:29.030,2027-07-16 06:15:29.030,431,Safe,Vitamin C,1.0,MedLife,Painkiller,Pune
10841,M028,S012,4,12,103,78,94,2024-10-04 06:15:29.030,2026-06-13 06:15:29.030,33,Safe,Paracetamol,2.0,CureWell,Antibiotic,Delhi
10842,M029,S008,2,64,118,86,116,2026-01-11 06:15:29.031,2028-04-07 06:15:29.031,697,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
10843,M045,S009,3,278,151,43,79,2024-07-19 06:15:29.031,2026-10-21 06:15:29.031,163,Safe,Ibuprofen,1.0,PharmaCare,Painkiller,Mumbai
10844,M044,S012,2,42,153,29,115,2024-01-06 06:15:29.031,2026-05-22 06:15:29.031,11,Expiring Soon,Aspirin,3.0,CureWell,Vitamin,Pune
10845,M049,S004,2,481,142,89,34,2025-02-06 06:15:29.031,2026-11-16 06:15:29.031,189,Safe,Ibuprofen,2.0,CureWell,Antibiotic,Pune
10846,M007,S010,4,304,150,93,105,2023-11-21 06:15:29.031,2024-10-29 06:15:29.031,-559,Expired,Vitamin C,2.0,CureWell,Antibiotic,Delhi
10847,M046,S003,4,350,196,20,122,2024-07-25 06:15:29.031,2025-11-10 06:15:29.031,-182,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
10848,M049,S017,4,181,193,96,56,2024-08-12 06:15:29.031,2026-06-17 06:15:29.031,37,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
10849,M025,S004,4,265,59,78,115,2026-01-06 06:15:29.031,2028-09-01 06:15:29.031,844,Safe,Vitamin C,2.0,CureWell,Antibiotic,Delhi
10850,M002,S003,1,365,77,100,31,2024-04-15 06:15:29.031,2025-06-13 06:15:29.031,-332,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Nagpur
10851,M001,S002,3,35,77,78,102,2024-07-20 06:15:29.031,2027-03-02 06:15:29.031,295,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
10852,M034,S016,1,433,188,53,91,2024-07-15 06:15:29.031,2025-05-29 06:15:29.031,-347,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10853,M010,S014,4,145,149,42,20,2023-10-21 06:15:29.031,2024-05-25 06:15:29.031,-716,Expired,Paracetamol,2.0,MedLife,Antibiotic,Delhi
10854,M048,S018,2,424,72,26,122,2025-02-22 06:15:29.031,2026-07-30 06:15:29.031,80,Safe,Aspirin,3.0,PharmaCare,Vitamin,Pune
10855,M020,S005,1,216,120,61,133,2025-07-31 06:15:29.031,2027-12-17 06:15:29.031,585,Safe,Vitamin C,2.0,HealthPlus,Antibiotic,Nagpur
10856,M006,S004,2,342,177,52,90,2024-12-07 06:15:29.032,2027-01-01 06:15:29.032,235,Safe,Ibuprofen,2.0,CureWell,Antibiotic,Pune
10857,M022,S015,4,440,162,33,106,2024-05-29 06:15:29.032,2026-06-16 06:15:29.032,36,Safe,Amoxicillin,1.0,PharmaCare,Painkiller,Delhi
10858,M038,S014,1,33,59,55,148,2023-09-10 06:15:29.032,2024-12-26 06:15:29.032,-501,Expired,Ibuprofen,1.0,MedLife,Painkiller,Nagpur
10859,M017,S019,4,140,178,41,121,2023-10-08 06:15:29.032,2025-05-03 06:15:29.032,-373,Expired,Ibuprofen,3.0,MedLife,Vitamin,Delhi
10860,M006,S005,4,248,172,61,99,2024-03-30 06:15:29.032,2026-09-14 06:15:29.032,126,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
10861,M039,S014,2,365,116,78,116,2025-10-13 06:15:29.032,2027-10-31 06:15:29.032,538,Safe,Vitamin C,1.0,MedLife,Painkiller,Pune
10862,M005,S019,3,358,174,95,115,2024-03-18 06:15:29.032,2025-08-09 06:15:29.032,-275,Expired,Vitamin C,1.0,MedLife,Painkiller,Mumbai
10863,M032,S012,4,131,84,34,33,2024-04-12 06:15:29.032,2026-11-28 06:15:29.032,201,Safe,Amoxicillin,3.0,CureWell,Vitamin,Delhi
10864,M011,S010,3,356,150,96,118,2024-05-08 06:15:29.032,2027-01-29 06:15:29.032,263,Safe,Paracetamol,3.0,CureWell,Vitamin,Mumbai
10865,M007,S020,4,158,142,60,134,2025-05-26 06:15:29.032,2026-01-05 06:15:29.032,-126,Expired,Vitamin C,2.0,HealthPlus,Antibiotic,Delhi
10866,M034,S009,1,387,62,84,142,2025-09-18 06:15:29.032,2027-08-05 06:15:29.032,451,Safe,Ibuprofen,2.0,PharmaCare,Antibiotic,Nagpur
10867,M038,S003,2,288,118,36,128,2024-09-16 06:15:29.032,2026-02-03 06:15:29.032,-97,Expired,Ibuprofen,1.0,HealthPlus,Painkiller,Pune
10868,M044,S001,3,468,136,39,109,2025-03-01 06:15:29.032,2026-05-12 06:15:29.032,1,Expiring Soon,Aspirin,3.0,PharmaCare,Vitamin,Mumbai
10869,M043,S016,4,399,88,80,147,2025-03-30 06:15:29.032,2027-01-23 06:15:29.032,257,Safe,Aspirin,1.0,HealthPlus,Painkiller,Delhi
10870,M017,S016,2,102,111,43,122,2025-01-06 06:15:29.032,2026-03-16 06:15:29.032,-56,Expired,Ibuprofen,3.0,HealthPlus,Vitamin,Pune
10871,M037,S006,4,394,88,41,69,2025-08-16 06:15:29.032,2028-05-07 06:15:29.032,727,Safe,Aspirin,3.0,PharmaCare,Vitamin,Delhi
10872,M033,S011,2,15,191,20,115,2025-01-28 06:15:29.045,2027-07-12 06:15:29.045,427,Safe,Aspirin,1.0,PharmaCare,Painkiller,Pune
10873,M034,S013,1,86,66,50,73,2024-08-26 06:15:29.045,2026-07-19 06:15:29.045,69,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10874,M008,S013,1,448,73,36,90,2025-12-19 06:15:29.045,2026-12-01 06:15:29.045,204,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Nagpur
10875,M031,S006,2,235,63,39,24,2024-06-11 06:15:29.045,2025-01-16 06:15:29.045,-480,Expired,Ibuprofen,3.0,PharmaCare,Vitamin,Pune
10876,M028,S008,2,246,96,88,80,2024-09-20 06:15:29.045,2026-08-03 06:15:29.045,84,Safe,Paracetamol,2.0,PharmaCare,Antibiotic,Pune
10877,M003,S017,4,69,97,75,115,2024-07-10 06:15:29.045,2026-08-23 06:15:29.045,104,Safe,Aspirin,2.0,HealthPlus,Antibiotic,Delhi
10878,M044,S015,1,494,178,76,92,2024-10-21 06:15:29.045,2027-01-17 06:15:29.045,251,Safe,Aspirin,3.0,PharmaCare,Vitamin,Nagpur
10879,M011,S004,2,52,170,99,117,2025-03-17 06:15:29.046,2027-10-06 06:15:29.046,513,Safe,Paracetamol,3.0,CureWell,Vitamin,Pune
10880,M019,S010,3,298,194,95,110,2025-04-23 06:15:29.046,2027-03-09 06:15:29.046,302,Safe,Paracetamol,3.0,CureWell,Vitamin,Mumbai
10881,M002,S003,1,77,120,43,128,2024-11-24 06:15:29.046,2026-04-08 06:15:29.046,-33,Expired,Aspirin,2.0,HealthPlus,Antibiotic,Nagpur
10882,M039,S003,2,340,87,37,112,2024-03-20 06:15:29.046,2026-04-10 06:15:29.046,-31,Expired,Vitamin C,1.0,HealthPlus,Painkiller,Pune
10883,M005,S015,1,32,124,78,90,2023-12-11 06:15:29.046,2026-06-21 06:15:29.046,41,Safe,Vitamin C,1.0,PharmaCare,Painkiller,Nagpur
10884,M012,S013,2,371,121,68,137,2025-12-22 06:15:29.046,2027-02-04 06:15:29.046,269,Safe,Paracetamol,1.0,HealthPlus,Painkiller,Pune
10885,M033,S004,4,416,114,58,62,2025-06-17 06:15:29.046,2026-05-22 06:15:29.046,11,Expiring Soon,Aspirin,1.0,CureWell,Painkiller,Delhi
10886,M032,S004,1,65,86,68,48,2025-07-05 06:15:29.046,2027-06-06 06:15:29.046,391,Safe,Amoxicillin,3.0,CureWell,Vitamin,Nagpur
10887,M046,S004,4,237,165,74,22,2024-02-21 06:15:29.046,2025-12-08 06:15:29.046,-154,Expired,Paracetamol,2.0,CureWell,Antibiotic,Delhi
10888,M002,S018,3,476,110,49,95,2024-06-20 06:15:29.046,2026-03-04 06:15:29.046,-68,Expired,Aspirin,2.0,PharmaCare,Antibiotic,Mumbai
10889,M023,S016,2,310,108,11,108,2025-05-23 06:15:29.046,2026-08-21 06:15:29.046,102,Safe,Aspirin,1.0,HealthPlus,Painkiller,Pune
10890,M001,S003,3,402,182,51,74,2025-09-23 06:15:29.046,2026-12-25 06:15:29.046,228,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
10891,M029,S002,4,191,105,15,76,2024-01-27 06:15:29.046,2025-12-15 06:15:29.046,-147,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
10892,M024,S001,2,90,128,31,99,2025-04-23 06:15:29.047,2027-04-13 06:15:29.047,337,Safe,Amoxicillin,2.0,PharmaCare,Antibiotic,Pune
10893,M042,S009,1,174,64,88,147,2023-11-24 06:15:29.047,2024-08-22 06:15:29.047,-627,Expired,Aspirin,1.0,PharmaCare,Painkiller,Nagpur
10894,M050,S014,3,339,169,26,81,2025-01-06 06:15:29.047,2025-10-11 06:15:29.047,-212,Expired,Amoxicillin,3.0,MedLife,Vitamin,Mumbai
10895,M046,S004,3,362,151,61,128,2025-11-10 06:15:29.047,2026-11-03 06:15:29.047,176,Safe,Paracetamol,2.0,CureWell,Antibiotic,Mumbai
10896,M031,S010,1,408,171,86,25,2025-05-10 06:15:29.047,2026-07-14 06:15:29.047,64,Safe,Ibuprofen,3.0,CureWell,Vitamin,Nagpur
10897,M047,S008,1,399,128,50,95,2024-03-19 06:15:29.047,2026-03-27 06:15:29.047,-45,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Nagpur
10898,M016,S004,2,99,188,66,74,2024-08-13 06:15:29.047,2026-10-09 06:15:29.047,151,Safe,Paracetamol,1.0,CureWell,Painkiller,Pune
10899,M048,S018,4,443,56,60,81,2023-11-07 06:15:29.047,2024-12-05 06:15:29.047,-522,Expired,Aspirin,3.0,PharmaCare,Vitamin,Delhi
10900,M014,S014,2,477,64,30,55,2024-04-27 06:15:29.048,2027-01-20 06:15:29.048,254,Safe,Ibuprofen,2.0,MedLife,Antibiotic,Pune
10901,M046,S004,2,312,73,81,51,2023-09-28 06:15:29.048,2025-08-06 06:15:29.048,-278,Expired,Paracetamol,2.0,CureWell,Antibiotic,Pune
10902,M020,S008,3,489,183,65,87,2024-08-11 06:15:29.048,2025-02-28 06:15:29.048,-437,Expired,Vitamin C,2.0,PharmaCare,Antibiotic,Mumbai
10903,M050,S006,1,154,55,14,120,2025-03-10 06:15:29.048,2027-11-23 06:15:29.048,561,Safe,Amoxicillin,3.0,PharmaCare,Vitamin,Nagpur
10904,,S010,4,359,105,14,95,2024-04-06 06:15:29.048,2026-02-12 06:15:29.048,-88,Expired,,,CureWell,,Delhi
10905,M039,S003,4,269,133,100,108,2024-06-23 06:15:29.048,2025-03-04 06:15:29.048,-433,Expired,Vitamin C,1.0,HealthPlus,Painkiller,Delhi
10906,M042,S004,1,11,174,30,143,2025-10-18 06:15:29.048,2027-02-25 06:15:29.048,290,Safe,Aspirin,1.0,CureWell,Painkiller,Nagpur
10907,M025,S006,4,315,114,31,103,2025-08-06 06:15:29.048,2026-10-27 06:15:29.048,169,Safe,Vitamin C,2.0,PharmaCare,Antibiotic,Delhi
10908,M028,S011,3,448,148,44,122,2024-07-15 06:15:29.048,2025-12-21 06:15:29.048,-141,Expired,Paracetamol,2.0,PharmaCare,Antibiotic,Mumbai
10909,M001,S013,4,318,151,42,58,2024-02-08 06:15:29.048,2024-11-06 06:15:29.048,-551,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Delhi
10910,M049,S020,4,470,105,90,76,2025-05-11 06:15:29.048,2027-01-12 06:15:29.048,246,Safe,Ibuprofen,2.0,HealthPlus,Antibiotic,Delhi
10911,M024,S012,3,188,126,10,77,2024-10-28 06:15:29.048,2026-06-07 06:15:29.048,27,Expiring Soon,Amoxicillin,2.0,CureWell,Antibiotic,Mumbai
10912,M015,S002,3,369,191,37,51,2024-09-19 06:15:29.048,2027-04-29 06:15:29.048,353,Safe,Amoxicillin,2.0,HealthPlus,Antibiotic,Mumbai
10913,M010,S015,1,295,144,45,76,2024-07-10 06:15:29.049,2026-05-30 06:15:29.049,19,Expiring Soon,Paracetamol,2.0,PharmaCare,Antibiotic,Nagpur
10914,M003,S009,3,375,76,42,144,2024-12-16 06:15:29.049,2025-12-03 06:15:29.049,-159,Expired,Aspirin,2.0,PharmaCare,Antibiotic,Mumbai
10915,M025,S017,1,432,56,32,137,2024-02-19 06:15:29.049,2024-09-25 06:15:29.049,-593,Expired,Vitamin C,2.0,HealthPlus,Antibiotic,Nagpur
10916,M050,S009,2,447,74,40,102,2024-10-20 06:15:29.049,2026-06-25 06:15:29.049,45,Safe,Amoxicillin,3.0,PharmaCare,Vitamin,Pune
10917,M043,S006,2,349,125,64,30,2024-06-09 06:15:29.049,2025-11-20 06:15:29.049,-172,Expired,Aspirin,1.0,PharmaCare,Painkiller,Pune
10918,M049,S002,1,273,66,48,111,2024-02-14 06:15:29.049,2025-02-16 06:15:29.049,-449,Expired,Ibuprofen,2.0,HealthPlus,Antibiotic,Nagpur
10919,M020,S011,4,236,69,64,31,2023-10-22 06:15:29.049,2026-06-20 06:15:29.049,40,Safe,Vitamin C,2.0,PharmaCare,Antibiotic,Delhi
10920,M024,S002,2,68,179,70,88,2024-08-07 06:15:29.049,2025-09-17 06:15:29.049,-236,Expired,Amoxicillin,2.0,HealthPlus,Antibiotic,Pune
10921,M039,S008,3,164,116,46,29,2024-06-08 06:15:29.049,2025-09-28 06:15:29.049,-225,Expired,Vitamin C,1.0,PharmaCare,Painkiller,Mumbai
10922,M012,S001,2,87,101,91,51,2024-06-24 06:15:29.049,2027-01-26 06:15:29.049,260,Safe,Paracetamol,1.0,PharmaCare,Painkiller,Pune
10923,M045,S007,3,16,120,12,58,2024-09-24 06:15:29.049,2027-01-22 06:15:29.049,256,Safe,Ibuprofen,1.0,CureWell,Painkiller,Mumbai
10924,M047,S017,4,335,107,19,32,2024-09-16 06:15:29.049,2026-05-09 06:15:29.049,-2,Expired,Paracetamol,2.0,HealthPlus,Antibiotic,Delhi
10925,M020,S012,2,24,167,81,27,2024-09-14 06:15:29.050,2026-03-30 06:15:29.050,-42,Expired,Vitamin C,2.0,CureWell,Antibiotic,Pune
10926,M032,S014,2,49,156,68,23,2025-09-27 06:15:29.050,2026-08-27 06:15:29.050,108,Safe,Amoxicillin,3.0,MedLife,Vitamin,Pune
10927,M009,S007,4,286,184,12,137,2025-02-15 06:15:29.050,2026-06-28 06:15:29.050,48,Safe,Aspirin,2.0,CureWell,Antibiotic,Delhi
